City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,tazacorte,28.629,-17.9293,22.54,80,0,6.69,ES,1690499757
283,magadan,59.5667,150.8,18.63,58,4,3.21,RU,1690499757
284,mermoz boabab,14.7065,-17.4758,28.88,70,75,6.17,SN,1690499758
285,talnakh,69.4865,88.3972,20.67,57,17,2.08,RU,1690499758
286,polyarnyy,69.1989,33.4478,11.12,93,80,0.79,RU,1690499758
287,staryye ozinki,51.1786,49.6769,25.9,47,56,2.84,RU,1690499758
288,colac,-38.3333,143.5833,10.65,94,67,4.78,AU,1690499759
289,kazanskoye,55.6448,69.235,17.7,73,93,2.64,RU,1690499759
290,harper,4.375,-7.7169,24.68,90,94,4.46,LR,1690499759
291,kez,57.8979,53.7152,16.74,99,36,2.4,RU,1690499759
292,freetown,8.484,-13.2299,25.42,88,61,3.09,SL,1690499760
293,burgas,42.5061,27.4678,17.06,82,1,4.12,BG,1690499510
294,chernyshevsk,52.5243,117.0174,16.27,86,36,0.51,RU,1690499760
295,onega,63.9061,38.1404,12.78,79,57,2.05,RU,1690499760
296,revelstoke,50.9832,-118.2023,20.01,56,75,4.63,CA,1690499761
297,bluefields,12.0137,-83.7635,30.04,74,40,2.06,NI,1690499761
298,belmonte,-15.8631,-38.8828,22.98,85,100,4.09,BR,1690499761
299,mineral wells,32.8085,-98.1128,39.11,22,0,6.69,US,1690499762
300,umm kaddadah,13.6017,26.6876,28.1,53,18,3.57,SD,1690499762
301,juneau,58.3019,-134.4197,21.72,100,75,6.17,US,1690499489
302,hadibu,12.65,54.0333,25.07,80,100,9.77,YE,1690499763
303,floro,61.5996,5.0328,14.04,94,6,3.6,NO,1690499467
304,cherdyn',60.403,56.4787,16.24,97,34,3.88,RU,1690499763
305,kirensk,57.7853,108.1119,18.21,93,97,0.5,RU,1690499764
306,kone,-21.0595,164.8658,22.04,44,79,2.99,NC,1690499764
307,praia da vitoria,38.7333,-27.0667,24.14,94,40,3.07,PT,1690499764
308,urangan,-25.3,152.9,18.54,74,76,4.34,AU,1690499765
309,cacheu,12.2706,-16.1658,28.05,86,75,1.66,GW,1690499765
310,korets,50.6165,27.1605,10.9,90,68,4.52,UA,1690499765
311,lahij,13.1667,44.5833,31.54,48,100,1.97,YE,1690499765
312,nova vicosa,-17.8919,-39.3719,21.89,80,66,3.1,BR,1690499766
313,mgandu,-5.95,34.1333,14.68,61,0,3.64,TZ,1690499766
314,old town,50.087,14.4202,17.23,93,75,6.69,CZ,1690499766
315,kirakira,-10.4544,161.9205,26.83,86,95,6.77,SB,1690499767
316,sorong,-0.8833,131.25,24.82,88,100,4.19,ID,1690499767
317,wanning,18.8003,110.3967,27.58,79,100,3.28,CN,1690499768
318,shendi,16.6915,33.4341,32.88,39,45,5.95,SD,1690499768
319,pontianak,-0.0333,109.3333,23.99,88,20,3.09,ID,1690499732
320,tvoroyri,61.5556,-6.8111,11.5,88,85,9.8,FO,1690499769
321,massawa,15.6097,39.45,35.67,41,14,4.37,ER,1690499769
322,salekhard,66.53,66.6019,15.15,93,51,2.95,RU,1690499770
323,rakops,-21.0167,24.3333,16.8,39,3,2.95,BW,1690499770
324,melfort,52.8667,-104.6177,15.07,63,97,4.12,CA,1690499770
325,hithadhoo,-0.6,73.0833,28.26,79,97,6.33,MV,1690499771
326,vangaindrano,-23.35,47.6,18.4,74,98,0.47,MG,1690499771
327,kananga,-5.8958,22.4178,22.26,28,6,1.61,CD,1690499771
328,kolpino,59.7507,30.5886,15.04,87,75,4.0,RU,1690499772
329,ciudad lazaro cardenas,17.9583,-102.2,31.62,60,98,4.92,MX,1690499772
330,arraial do cabo,-22.9661,-42.0278,21.95,85,3,9.8,BR,1690499772
331,mandan,46.8267,-100.8896,31.99,39,0,5.66,US,1690499690
332,barakani,-12.1356,44.4317,24.13,74,33,3.96,KM,1690499773
333,klaksvik,62.2266,-6.589,12.51,95,100,5.89,FO,1690499773
334,naze,28.3667,129.4833,28.51,84,84,6.54,JP,1690499774
335,khovd,48.0056,91.6419,21.19,29,12,2.98,MN,1690499774
336,karaton,-6.3424,106.1045,21.78,93,93,0.68,ID,1690499775
337,morehead city,34.7229,-76.726,31.01,79,0,6.69,US,1690499775
338,ad dilam,23.9915,47.1627,34.23,15,58,1.28,SA,1690499776
339,xilin hot,43.9667,116.0333,19.85,75,100,3.4,CN,1690499776
340,as-suwayda,32.709,36.5695,23.86,21,0,1.78,SY,1690499776
341,port macquarie,-31.4333,152.9167,16.61,54,2,2.18,AU,1690499651
342,rabaul,-4.1967,152.1721,27.9,72,99,3.59,PG,1690499778
343,shingu,33.7333,135.9833,28.31,75,33,1.52,JP,1690499780
344,weno,7.4515,151.8468,27.85,77,95,5.8,FM,1690499781
345,sandnessjoen,66.0217,12.6316,12.29,93,45,1.61,NO,1690499781
346,mukalla,14.5425,49.1242,28.11,80,43,2.59,YE,1690499782
347,minas de marcona,-15.2119,-75.1103,14.96,71,0,5.36,PE,1690499782
348,tashla,51.7716,52.7427,23.93,56,55,0.43,RU,1690499783
349,ouadda,8.0777,22.4007,20.31,97,70,0.98,CF,1690499783
350,mata-utu,-13.2816,-176.1745,27.32,74,99,5.83,WF,1690499783
351,quellon,-43.1167,-73.6167,10.14,93,100,3.6,CL,1690499704
352,hermanus,-34.4187,19.2345,7.67,77,0,1.4,ZA,1690499784
353,tubarjal,30.4999,38.216,31.03,17,0,6.23,SA,1690499785
354,punta cana,18.5818,-68.4043,28.87,74,40,2.06,DO,1690499785
355,moussoro,13.6408,16.4901,29.84,53,98,3.58,TD,1690499786
356,pariaman,-0.619,100.12,23.03,85,98,1.21,ID,1690499786
357,konarka,19.9,86.1167,27.22,86,54,7.1,IN,1690499786
358,hasaki,35.7333,140.8333,30.22,74,14,4.51,JP,1690499787
359,ad dasmah,29.365,48.0014,39.38,23,3,5.91,KW,1690499787
360,kamina,-8.7386,24.9906,17.56,35,42,1.8,CD,1690499787
361,karlshamn,56.1706,14.8619,13.27,87,11,1.47,SE,1690499788
362,san pedro pochutla,15.7333,-96.4667,32.06,60,94,2.27,MX,1690499788
363,port douglas,-16.4833,145.4667,22.64,75,82,5.22,AU,1690499661
364,susuman,62.7833,148.1667,7.21,85,100,1.26,RU,1690499789
365,kavaratti,10.5669,72.642,28.11,76,99,6.76,IN,1690499789
366,corumba,-19.0092,-57.6533,25.97,43,1,1.92,BR,1690499790
367,pasighat,28.0667,95.3333,24.79,92,95,0.56,IN,1690499790
368,awjilah,29.1081,21.2869,28.32,65,25,7.23,LY,1690499697
369,mujiayingzi,42.1167,118.7833,21.44,78,100,2.99,CN,1690499791
370,arkhangel'sk,64.5401,40.5433,11.14,86,3,0.37,RU,1690499568
371,katsuren-haebaru,26.3369,127.8719,30.22,74,75,5.14,JP,1690499723
372,saudarkrokur,65.7461,-19.6394,7.98,92,18,3.56,IS,1690499791
373,kawambwa,-9.7915,29.0791,14.08,53,29,2.16,ZM,1690499792
374,vanino,49.0869,140.2543,22.12,79,100,0.78,RU,1690499792
375,puerto colombia,10.9878,-74.9547,29.05,83,93,3.72,CO,1690499792
376,novodvinsk,64.4165,40.8122,10.79,86,12,0.31,RU,1690499793
377,palmer,42.1584,-72.3287,24.23,100,75,0.0,US,1690499793
378,astrakhan,46.3497,48.0408,22.93,68,0,4.02,RU,1690499793
379,tabou,4.423,-7.3528,24.35,92,87,3.47,CI,1690499794
380,el alto,-4.2714,-81.2147,24.81,77,14,7.53,PE,1690499794
381,labrador city,52.9463,-66.9114,10.95,93,75,3.09,CA,1690499712
382,stephenville,32.2207,-98.2023,38.44,22,0,4.12,US,1690499795
383,nappanee,41.4428,-86.0014,32.72,59,0,2.94,US,1690499795
384,taree,-31.9,152.4667,16.23,79,0,1.88,AU,1690499795
385,san pedro,14.35,121.0167,25.66,95,75,1.03,PH,1690499551
386,egilsstadir,65.2653,-14.3948,7.95,87,75,2.06,IS,1690499796
387,nuuk,64.1835,-51.7216,11.6,62,100,2.71,GL,1690499797
388,sorsk,54.0033,90.2467,15.17,85,100,1.08,RU,1690499798
389,vorkuta,67.5,64.0,14.47,92,97,0.95,RU,1690499798
390,brookings,44.3114,-96.7984,35.14,58,40,2.06,US,1690499595
391,pingyin,36.2831,116.4453,25.41,91,98,3.22,CN,1690499799
392,narwana,29.6167,76.1167,28.11,82,97,2.63,IN,1690499799
393,lahore,31.5497,74.3436,28.06,89,40,2.57,PK,1690499524
394,keflavik,64.0049,-22.5624,11.95,87,0,4.63,IS,1690499802
395,mossel bay,-34.1831,22.146,8.96,89,0,3.36,ZA,1690499802
396,rikaze,29.25,88.8833,10.15,87,100,1.57,CN,1690499802
397,selfoss,63.9331,-20.9971,9.47,88,84,2.02,IS,1690499803
398,nikolayevsk-on-amure,53.1406,140.73,24.94,56,7,1.35,RU,1690499803
399,horazdovice,49.3207,13.701,15.76,85,100,4.0,CZ,1690499803
400,kavieng,-2.5744,150.7967,27.67,81,46,5.16,PG,1690499803
401,illapel,-31.6308,-71.1653,16.54,60,37,0.7,CL,1690499772
402,usogorsk,63.4106,48.6872,14.65,97,100,3.74,RU,1690499804
403,bubaque,11.2833,-15.8333,27.91,85,100,5.24,GW,1690499804
404,fruita,39.1589,-108.729,36.64,16,0,3.6,US,1690499549
405,den burg,53.0542,4.7972,18.87,95,75,5.66,NL,1690499805
406,aykhal,66.0,111.5,18.33,48,89,1.14,RU,1690499805
407,ulaangom,49.9811,92.0667,19.18,48,96,1.46,MN,1690499805
408,columbus,39.9612,-82.9988,32.45,72,75,5.14,US,1690499700
409,pacific grove,36.6177,-121.9166,28.45,80,0,5.14,US,1690499806
410,bebedouro,-20.9494,-48.4792,22.59,35,4,2.59,BR,1690499806
411,tagta,41.6504,59.9164,25.97,47,0,4.12,TM,1690499806
412,tsiombe,-25.3,45.4833,17.28,71,0,4.5,MG,1690499807
413,zeya,53.75,127.2667,18.06,95,100,1.26,RU,1690499807
414,dakhla,23.6848,-15.958,20.04,87,0,10.88,EH,1690499807
415,darwin,-12.4611,130.8418,23.99,73,0,0.89,AU,1690499808
416,cidade velha,14.9167,-23.6167,27.26,74,20,7.72,CV,1690499808
417,santana,-0.0583,-51.1817,25.1,100,100,2.06,BR,1690499572
418,nayudupet,13.9,79.9,27.35,63,94,5.92,IN,1690499808
419,sinabang,2.4803,96.3801,26.34,83,60,1.07,ID,1690499809
420,corn island,12.1694,-83.0418,28.14,83,100,6.25,NI,1690499809
421,bikenibeu village,1.3673,173.1241,30.98,74,40,2.57,KI,1690499809
422,kingston,17.997,-76.7936,30.13,69,73,0.89,JM,1690499608
423,kermit,31.8576,-103.0927,37.91,17,20,5.14,US,1690499532
424,east ballina,-28.8667,153.5833,17.11,62,0,2.66,AU,1690499810
425,chivhu,-19.0211,30.8922,10.35,61,0,1.77,ZW,1690499810
426,cill airne,52.05,-9.5167,12.11,93,100,2.12,IE,1690499810
427,guerrero negro,27.9769,-114.0611,28.34,48,8,6.18,MX,1690499811
428,harnai,30.1005,67.9374,27.55,76,42,1.18,PK,1690499811
429,hovd,48.0056,91.6419,21.19,29,12,2.98,MN,1690499654
430,saint-georges,12.0564,-61.7485,28.82,84,75,6.69,GD,1690499811
431,geraldton,-28.7667,114.6,11.23,93,100,5.14,AU,1690499812
432,amuntai,-2.4177,115.2494,21.59,89,69,0.7,ID,1690499812
433,mahina,-17.5065,-149.489,27.87,74,75,2.06,PF,1690499812
434,palikir - national government center,6.9248,158.1611,29.47,79,100,2.57,FM,1690499812
435,tralee,52.2704,-9.7026,12.61,90,100,2.3,IE,1690499812
436,islamorada,24.9243,-80.6278,30.0,91,86,4.02,US,1690499813
437,ambodifotatra,-16.9833,49.85,22.96,65,30,6.74,MG,1690499813
438,santa cruz,-17.8,-63.1667,18.03,88,40,3.09,BO,1690499780
439,zherdevka,51.8486,41.4606,21.34,56,8,4.17,RU,1690499813
440,nar'yan-mar,67.6713,53.087,14.57,93,100,2.47,RU,1690499814
441,kongsberg,59.6652,9.6465,11.09,95,55,0.65,NO,1690499814
442,ramgarh,23.6333,85.5167,25.61,95,54,2.17,IN,1690499814
443,buenavista del norte,28.3746,-16.861,25.58,71,1,7.3,ES,1690499814
444,da nang,16.0678,108.2208,28.99,70,20,1.54,VN,1690499815
445,usinsk,65.9939,57.5281,14.84,88,97,3.25,RU,1690499815
446,lata,40.1629,-8.3327,13.94,96,1,0.69,PT,1690499815
447,ta`u,-14.2336,-169.5144,26.23,70,46,6.27,AS,1690499815
448,sinan,34.8262,126.1086,24.87,92,100,5.15,KR,1690499519
449,miranda do douro,41.4969,-6.2731,18.66,54,8,3.87,PT,1690499816
450,mabaruma,8.2,-59.7833,25.16,90,11,1.69,GY,1690499816
451,portland,45.5234,-122.6762,30.29,39,20,5.66,US,1690499557
452,ust-nera,64.5667,143.2,12.65,58,51,1.91,RU,1690499817
453,chipiona,36.7366,-6.437,19.12,88,0,0.0,ES,1690499817
454,kabalo,-6.05,26.9167,23.54,34,18,1.34,CD,1690499817
455,masterton,-40.9597,175.6575,9.94,92,98,3.45,NZ,1690499817
456,koryazhma,61.3143,47.1691,13.77,99,48,2.52,RU,1690499675
457,vila franca do campo,37.7167,-25.4333,23.23,94,46,4.21,PT,1690499818
458,gouyave,12.1646,-61.7296,28.43,84,75,6.69,GD,1690499818
459,dehloran,32.6941,47.2679,35.98,10,2,3.68,IR,1690499818
460,skowhegan,44.7651,-69.7192,25.28,85,100,2.01,US,1690499818
461,pisco,-13.7,-76.2167,20.03,77,0,5.14,PE,1690499819
462,geneva,41.8875,-88.3054,33.91,60,20,2.57,US,1690499819
463,taoudenni,22.6783,-3.9836,39.53,18,32,2.23,ML,1690499819
464,ketchikan,55.3422,-131.6461,22.26,56,0,6.69,US,1690499820
465,"las vegas, santa barbara",36.175,-115.1372,45.38,7,0,8.94,US,1690499710
466,ammi moussa,35.8678,1.1114,27.84,73,78,2.01,DZ,1690499820
467,bulungu,-4.55,18.6,24.29,31,10,1.28,CD,1690499821
468,hobyo,5.3505,48.5268,24.22,86,96,11.32,SO,1690499821
469,la passe,45.5549,-0.8967,20.55,91,52,5.19,FR,1690499821
470,tateyama,34.9833,139.8667,27.07,76,25,3.96,JP,1690499821
471,am timan,11.0297,20.2827,23.3,89,76,1.7,TD,1690499822
472,caleta de carquin,-11.0925,-77.6267,20.29,76,46,5.45,PE,1690499823
473,san julian,21.0167,-102.1667,26.73,25,20,1.79,MX,1690499823
474,lompoc,34.6391,-120.4579,30.08,72,40,8.05,US,1690499765
475,namibe,-15.1961,12.1522,15.58,83,33,3.71,AO,1690499824
476,northam,51.0333,-4.2167,18.14,97,40,3.62,GB,1690499825
477,sur,22.5667,59.5289,28.2,73,98,5.31,OM,1690499712
478,kangding,30.0513,101.9603,15.38,99,100,0.79,CN,1690499825
479,kuqa,41.7278,82.9364,29.25,26,83,2.78,CN,1690499826
480,ronne,55.1009,14.7066,16.95,88,75,4.63,DK,1690499826
481,cuyo,10.8525,121.0086,28.65,78,100,10.22,PH,1690499826
482,corralillo,22.9819,-80.5856,29.75,71,41,6.52,CU,1690499827
483,nouadhibou,20.931,-17.0347,22.99,68,7,10.29,MR,1690499733
484,bac lieu,9.285,105.7244,26.39,87,91,6.05,VN,1690499827
485,mongo,12.1844,18.693,25.54,73,47,2.47,TD,1690499827
486,island harbour,50.724,-1.2758,18.29,95,100,0.89,GB,1690499828
487,labasa,-16.4167,179.3833,23.39,72,91,5.43,FJ,1690499828
488,itoman,26.1247,127.6694,30.22,79,75,6.69,JP,1690499677
489,narvik,68.4384,17.4272,14.1,98,2,1.36,NO,1690499829
490,lamu,-2.2717,40.902,25.12,84,6,7.51,KE,1690499829
491,rio gallegos,-51.6226,-69.2181,-2.61,78,18,4.34,AR,1690499829
492,sodankyla,67.4167,26.6,14.92,79,75,1.04,FI,1690499830
493,princeville,45.7668,-61.2985,24.64,83,100,4.63,CA,1690499830
494,gadzhiyevo,69.2551,33.3362,9.94,95,81,0.94,RU,1690499830
495,vanimo,-2.6741,141.3028,26.72,84,87,1.54,PG,1690499831
496,solnechnyy,50.7214,136.6319,20.91,89,100,1.61,RU,1690499831
497,lysekil,58.2743,11.4358,10.57,83,0,3.25,SE,1690499831
498,toliara,-23.35,43.6667,17.75,57,0,2.48,MG,1690499832
499,mantyharju,61.4167,26.8833,14.06,79,100,1.55,FI,1690499832
500,kristiansund,63.1115,7.732,15.03,94,100,3.09,NO,1690499832
501,kasimov,54.9411,41.3953,20.43,75,19,3.84,RU,1690499833
502,luanda,-8.8368,13.2343,20.0,91,14,4.31,AO,1690499690
503,hauterive,46.0901,3.4459,20.42,69,0,2.02,FR,1690499833
504,salinas,36.6777,-121.6555,30.45,72,0,5.14,US,1690499834
505,inhambane,-23.865,35.3833,18.96,76,0,3.57,MZ,1690499834
506,labytnangi,66.6572,66.4183,15.34,92,59,2.75,RU,1690499834
507,visby,57.6409,18.296,15.46,94,75,2.57,SE,1690499834
508,chui,-33.6971,-53.4616,9.89,78,67,1.88,UY,1690499835
509,murmashi,68.8154,32.8115,11.23,100,76,0.0,RU,1690499835
510,posse,-14.0931,-46.3694,23.87,34,49,3.04,BR,1690499835
511,togur,58.3631,82.8265,14.52,92,41,1.07,RU,1690499836
512,paso del macho,18.9667,-96.7167,24.02,91,100,1.15,MX,1690499829
513,dzitbalche,20.3167,-90.05,34.89,41,98,1.79,MX,1690499836
514,bafoulabe,13.8065,-10.8321,29.38,71,78,1.57,ML,1690499837
515,parry sound,45.3501,-80.033,25.03,65,2,3.43,CA,1690499837
516,quimili,-27.6333,-62.4167,13.66,57,94,3.79,AR,1690499837
517,akrehamn,59.2667,5.1833,13.89,88,3,2.57,NO,1690499837
518,twentynine palms,34.1356,-116.0542,43.41,10,20,1.34,US,1690499838
519,salalah,17.0151,54.0924,26.05,89,100,4.63,OM,1690499838
520,petushki,55.9264,39.461,18.71,87,76,2.83,RU,1690499838
521,abepura,-2.6333,140.5833,26.45,83,40,1.54,ID,1690499839
522,ilebo,-4.3167,20.5833,22.6,37,11,0.81,CD,1690499839
523,lautoka,-17.6167,177.4667,23.92,64,40,6.69,FJ,1690499839
524,iola,37.9245,-95.4,33.09,49,0,3.09,US,1690499800
525,shizuishan,39.2333,106.7694,21.09,69,0,4.78,CN,1690499573
526,faya-largeau,17.9257,19.1043,31.7,13,48,0.44,TD,1690499668
527,bastad,56.4269,12.8534,13.81,97,11,1.54,SE,1690499840
528,healdsburg,38.6105,-122.8692,35.73,39,0,5.66,US,1690499841
529,narasannapeta,18.4167,84.05,26.57,89,88,4.55,IN,1690499841
530,talara,-4.5772,-81.2719,26.42,65,0,6.17,PE,1690499842
531,cuajinicuilapa,16.4667,-98.4167,31.75,60,90,3.93,MX,1690499842
532,gereida,11.2811,25.1414,24.66,78,51,3.5,SD,1690499842
533,les cayes,18.2,-73.75,28.75,72,32,3.43,HT,1690499842
534,paidha,2.4167,30.9855,16.0,91,7,1.52,UG,1690499843
535,seydi,39.4816,62.9137,29.76,32,4,5.13,TM,1690499844
536,nelson bay,-32.7167,152.15,16.11,82,0,2.68,AU,1690499845
537,sao paulo de olivenca,-3.3783,-68.8725,27.76,66,86,0.9,BR,1690499845
538,mariehamn,60.0973,19.9348,16.01,100,20,0.51,AX,1690499846
539,yuzhno-kurilsk,44.0306,145.8556,21.8,84,33,1.46,RU,1690499846
540,comodoro rivadavia,-45.8667,-67.5,1.92,75,0,1.54,AR,1690499846
541,touros,-5.1989,-35.4608,24.92,85,1,5.96,BR,1690499847
542,mansa,29.9833,75.3833,28.17,81,80,1.73,IN,1690499847
543,kaihua,23.3687,104.28,19.67,97,100,0.55,CN,1690499848
544,horta,38.5333,-28.6333,22.23,97,83,2.68,PT,1690499849
545,pitimbu,-7.4706,-34.8086,24.33,86,6,5.27,BR,1690499849
546,sao vicente,-23.9631,-46.3919,23.1,26,97,0.89,BR,1690499791
547,male,4.1748,73.5089,27.97,89,75,1.54,MV,1690499850
548,al ghayzah,16.2079,52.176,24.8,89,97,5.75,YE,1690499851
549,cide,41.8921,33.0044,20.86,81,93,10.32,TR,1690499851
550,al kharijah,25.4514,30.5464,31.61,16,23,2.62,EG,1690499851
551,almeirim,-1.5233,-52.5817,28.13,58,86,1.84,BR,1690499852
552,tuy hoa,13.0833,109.3,27.36,75,93,6.99,VN,1690499852
553,nchelenge,-9.3451,28.734,18.33,51,8,1.29,ZM,1690499852
554,vylkove,45.4021,29.586,16.16,72,79,8.37,UA,1690499852
555,vizinga,61.0749,50.1031,14.79,93,35,3.68,RU,1690499853
556,babolsar,36.7025,52.6576,25.29,69,3,2.32,IR,1690499853
557,galax,36.6612,-80.924,30.75,74,0,2.57,US,1690499854
558,goianesia,-15.3175,-49.1175,23.52,30,78,1.3,BR,1690499854
559,mingshui,36.7167,117.5,26.33,84,61,2.96,CN,1690499854
560,oriximina,-1.7656,-55.8661,29.31,47,16,1.43,BR,1690499854
561,inirida,3.8653,-67.9239,24.84,94,100,0.45,CO,1690499854
562,sola,-13.8833,167.55,25.03,77,100,12.7,VU,1690499855
563,ouesso,1.6136,16.0517,23.43,80,72,0.69,CG,1690499855
564,n'zeto,-7.2312,12.8666,21.1,89,28,4.06,AO,1690499855
565,vung tau,10.346,107.0843,26.63,87,100,6.54,VN,1690499856
566,lebu,-37.6167,-73.65,11.64,92,100,1.2,CL,1690499852
